HOTEL,ANIO,MES,ESCENARIO,RN,HABITACIONES,ROOMS_REV_ALOJAMIENTO,ROOMS_REV_UPGRADES,ROOMS_REV_OTROS,ROOMS_REVENUE,FOOD_REVENUE,BEVERAGE_REVENUE,BANQUETS_REVENUE,FB_PENSION,DAY_PASS,FB_REVENUE,OTHER_DEPT_REVENUE,MISC_INCOME,OPERATING_REVENUE,AR,ROOMS_PERSONNEL,ROOMS_OTHER_EXPENSES,ROOMS_OPEX,FOOD_COST,BEVERAGE_COST,FB_COST,FB_PERSONNEL,FB_OTHER_EXPENSES,FB_OPEX,OPERATING_EXPENSES,ROOMS_PROFIT,FB_PROFIT,TOTAL_DEPT_PROFIT,UNDISTRIB_OPEX,GOP
Hotel Aurora,2026,2,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,151.96,-4747.30,-4595.34,0.00,0.00,0.00,-13041.30,-7232.37,-20273.68,-24869.01,-4595.34,-20273.68,-24869.01,-154637.00,-179506.01
Hotel Aurora,2026,2,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,-5037.29,-5037.29,0.00,0.00,0.00,-3914.41,-7501.38,-11415.79,-16453.08,-5037.29,-11415.79,-16453.08,-99102.91,-115555.99
Hotel Aurora,2026,3,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-8326.68,-3913.38,-12240.06,0.00,0.00,0.00,-21202.75,-5903.70,-27106.45,-39346.51,-12240.06,-27106.45,-39346.51,-170987.82,-210334.33
Hotel Aurora,2026,3,REAL,0,0,2406.31,0.00,0.00,2406.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2406.31,,-10347.68,-10844.40,-21192.07,-276.63,-69.94,-346.57,-28756.94,-10046.96,-39150.47,-60342.54,-18785.76,-39150.47,-57936.23,-211048.71,-268984.94
Hotel Aurora,2026,4,BUDGET,592,1184,161606.67,2747.42,0.00,164354.09,23421.13,19717.68,10245.45,18943.63,0.00,72327.89,6351.08,11566.11,254599.17,430.12,-117979.04,-38917.20,-156896.24,-19510.43,-10068.89,-29579.32,-103730.88,-22964.07,-156274.27,-313170.52,7457.84,-83946.39,-58571.35,-284588.20,-343159.55
Hotel Aurora,2026,4,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,-30114.94,-30114.94,-14844.82,-5205.24,-20050.06,0.00,-9919.40,-29969.46,-60084.40,-30114.94,-29969.46,-60084.40,-51821.38,-111905.77
Hotel Aurora,2026,5,BUDGET,4469,6038,1440306.54,22210.36,0.00,1462516.89,165517.84,193184.88,113702.95,135578.10,0.00,607983.77,32715.78,15224.77,2118441.21,474.08,-327801.97,-268116.88,-595918.85,-107194.26,-52401.24,-159595.49,-405413.72,-22221.04,-587230.26,-1183149.11,866598.04,20753.52,935292.10,-467891.58,467400.53
Hotel Aurora,2026,5,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-124.92,-124.92,-124.92,0.00,-124.92,-124.92,-18255.17,-18380.08
Hotel Aurora,2026,6,BUDGET,4240,5436,2145252.06,36003.58,0.00,2181255.64,216680.17,235171.91,213113.45,121036.74,0.00,786002.27,48617.56,14162.58,3030038.05,714.70,-342608.50,-350936.40,-693544.90,-134903.56,-62144.71,-197048.28,-403958.03,-19672.90,-620679.20,-1314224.10,1487710.74,165323.07,1715813.95,-432635.78,1283178.17
Hotel Aurora,2026,6,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-92.15,-92.15,-92.15,0.00,-92.15,-92.15,-1832.94,-1925.09
Hotel Aurora,2026,7,BUDGET,4557,5524,2993034.97,38370.53,0.00,3031405.50,326161.65,265703.86,37223.64,132296.51,0.00,761385.65,39250.82,13926.54,3845968.52,843.94,-360737.22,-436182.38,-796919.60,-133848.53,-62379.96,-196228.48,-402741.48,-21038.93,-620008.90,-1416928.49,2234485.91,141376.76,2429040.02,-467735.61,1961304.42
Hotel Aurora,2026,7,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-105.46,-105.46,-105.46,0.00,-105.46,-105.46,-2097.70,-2203.16
Hotel Aurora,2026,8,BUDGET,3514,4260,2307230.79,19639.54,0.00,2326870.33,245980.91,206155.80,30975.57,103184.49,0.00,586296.78,37450.84,10739.96,2961357.90,842.63,-278150.15,-339757.01,-617907.16,-100415.26,-48867.49,-149282.76,-311104.74,-15631.49,-476018.98,-1093926.14,1708963.17,110277.79,1867431.76,-351032.62,1516399.14
Hotel Aurora,2026,8,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-81.91,-81.91,-81.91,0.00,-81.91,-81.91,-1629.28,-1711.19
Hotel Aurora,2026,9,BUDGET,4476,5889,1938751.72,25494.73,0.00,1964246.45,222168.74,199725.00,133929.55,138094.48,0.00,693917.76,50532.56,15342.79,2724039.57,608.60,-369787.66,-320359.42,-690147.09,-116517.97,-57316.47,-173834.44,-415515.65,-16133.55,-605483.64,-1295630.73,1274099.36,88434.12,1428408.84,-445806.06,982602.78
Hotel Aurora,2026,9,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-128.00,-128.00,-128.00,0.00,-128.00,-128.00,-1425.98,-1553.98
Hotel Aurora,2026,10,BUDGET,1752,2695,513496.67,10991.37,0.00,524488.04,80006.50,72909.84,14318.18,54341.23,0.00,221575.75,17619.99,1892.26,765576.04,436.86,-184739.80,-104746.38,-289486.18,-46851.56,-17897.74,-64749.30,-233307.71,-9849.27,-307906.27,-597392.45,235001.86,-86330.52,168183.58,-292570.20,-124386.62
Hotel Aurora,2026,10,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-789.17,-789.17
Hotel Aurora,2026,11,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,236.32,-16611.56,-16375.24,0.00,0.00,0.00,-12172.51,-6765.66,-18938.17,-35313.40,-16375.24,-18938.17,-35313.40,-98482.48,-133795.88
Hotel Aurora,2026,11,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-126.30,-126.30
Hotel Aurora,2026,12,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,-16425.24,-16425.24,0.00,0.00,0.00,-5925.27,-5499.63,-11424.90,-27850.13,-16425.24,-11424.90,-27850.13,-88349.18,-116199.32
Hotel Aurora,2026,12,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Boreal,2025,1,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1394.26,1394.26,,0.00,-16.60,-16.60,0.00,0.00,0.00,-6429.43,0.00,-6429.43,-6446.03,-16.60,-6429.43,-5051.77,-95410.30,-100462.07
Hotel Boreal,2025,1,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37023.45,37023.45,,-33.20,24.78,-8.42,0.61,0.00,0.61,-599.74,70.67,-528.46,-536.89,-8.42,-528.46,36486.57,-94348.58,-57862.01
Hotel Boreal,2025,2,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1831.01,1831.01,,0.00,-21.80,-21.80,0.00,0.00,0.00,-16997.20,0.00,-16997.20,-17019.00,-21.80,-16997.20,-15187.99,-162238.21,-177426.20
Hotel Boreal,2025,2,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1579.04,1579.04,,0.00,-2976.29,-2976.29,-34.61,-55.38,-90.00,-13753.64,0.00,-13843.63,-16819.93,-2976.29,-13843.63,-15240.89,-154021.43,-169262.32
Hotel Boreal,2025,3,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1528.65,1528.65,,-5008.77,-20458.26,-25467.02,0.00,0.00,0.00,-21331.52,-17637.53,-38969.05,-64436.07,-25467.02,-38969.05,-62907.43,-200087.88,-262995.31
Hotel Boreal,2025,3,REAL,0,0,-387.13,0.00,0.00,-387.13,0.00,0.00,0.00,-0.01,0.00,-0.01,0.00,-902.19,-1289.33,,-6325.37,-27650.96,-33976.34,198.98,-11.65,187.33,-26420.88,-26156.34,-52389.89,-86366.23,-34363.47,-52389.90,-87655.56,-238168.65,-325824.20
Hotel Boreal,2025,4,BUDGET,1282,2658,190945.17,4857.61,0.00,195802.78,15165.56,10407.15,12195.75,104567.00,0.00,142335.46,9205.14,1696.63,349040.01,272.33,-150901.17,-91917.70,-242818.87,-26598.45,-16625.29,-43223.74,-209751.05,-36382.77,-289357.57,-532176.44,-47016.09,-147022.11,-183136.43,-357845.86,-540982.29
Hotel Boreal,2025,4,REAL,1118,2434,119776.41,1526.47,0.00,121302.88,5466.06,4334.46,0.00,133458.75,276.00,143535.27,6244.57,5409.44,276492.17,247.35,-135919.94,-80360.15,-216280.10,-27477.73,-17975.25,-45452.98,-166030.62,-35470.20,-246953.81,-463233.90,-94977.21,-103418.53,-186741.73,-287323.59,-474065.32
Hotel Boreal,2025,5,BUDGET,8307,11073,1698218.67,36549.92,0.00,1734768.59,68975.18,45620.75,32775.00,875794.74,5934.08,1029099.75,54115.80,1595.84,2819579.98,339.43,-332750.40,-342742.07,-675492.47,-190828.74,-97715.79,-288544.53,-645835.13,-81455.77,-1015835.43,-1691327.90,1059276.12,13264.32,1128252.08,-493696.40,634555.68
Hotel Boreal,2025,5,REAL,9658,12705,1721728.84,18579.60,0.00,1740308.43,46851.76,32523.29,77318.19,1139766.86,9775.36,1306235.46,61427.48,1831.01,3109802.39,321.98,-388293.36,-283522.07,-671815.43,-246319.79,-120823.63,-367143.42,-727589.69,-57969.55,-1152702.66,-1824518.09,1068493.00,153532.80,1285284.30,-483661.32,801622.98
Hotel Boreal,2025,6,BUDGET,11813,13874,3920155.93,67333.64,0.00,3987489.57,110201.46,73618.60,28290.00,1228835.98,13042.92,1453988.95,76412.52,2066.19,5519957.23,467.28,-480508.32,-590096.97,-1070605.29,-265419.35,-135922.85,-401342.20,-899448.20,-114780.47,-1415570.88,-2486176.16,2916884.29,38418.07,3033781.07,-666821.53,2366959.54
Hotel Boreal,2025,6,REAL,10658,12408,3105762.63,29166.69,0.00,3134929.31,78311.82,49050.83,42191.27,1182296.19,7782.03,1359632.13,60039.87,1847.81,4556449.13,427.52,-443809.16,-472180.21,-915989.37,-257852.11,-120643.44,-378495.55,-784094.03,-69279.32,-1231868.89,-2147858.26,2218939.94,127763.24,2408590.87,-531222.91,1877367.95
Hotel Boreal,2025,7,BUDGET,8810,10374,3600631.81,57265.72,0.00,3657897.53,89169.38,60059.95,10235.00,879818.68,11462.13,1050745.14,54195.66,1495.05,4764333.38,540.78,-358260.92,-485406.31,-843667.23,-186286.90,-96702.61,-282989.50,-654238.30,-84741.97,-1021969.77,-1865637.00,2814230.30,28775.37,2898696.37,-527192.85,2371503.53
Hotel Boreal,2025,7,REAL,8376,10024,2857935.54,34737.06,0.00,2892672.60,93933.50,46740.48,-5884.04,946429.58,8847.06,1090066.58,44737.54,1360.48,4028837.20,480.97,-358833.06,-410416.84,-769249.89,-195472.72,-95859.97,-291332.69,-645772.61,-54864.99,-991970.29,-1761220.18,2123422.71,98096.30,2267617.02,-442917.16,1824699.87
Hotel Boreal,2025,8,BUDGET,9454,11073,3846573.52,61453.60,0.00,3908027.12,98761.12,66592.10,8003.75,957739.97,12295.28,1143392.23,58151.40,1595.84,5111166.59,540.61,-383218.56,-523490.11,-906708.67,-202722.44,-104995.18,-307717.62,-698843.92,-91542.76,-1098104.30,-2004812.97,3001318.45,45287.93,3106353.62,-555586.79,2550766.84
Hotel Boreal,2025,8,REAL,7962,8975,2846214.93,36376.27,0.00,2882591.20,80726.48,50457.28,684.83,936117.16,7738.51,1075724.27,47958.96,1218.12,4007492.55,503.34,-340059.98,-412731.22,-752791.20,-186794.93,-101053.65,-287848.58,-594055.66,-58297.14,-940201.38,-1692992.58,2129800.00,135522.89,2314499.97,-411424.99,1903074.98
Hotel Boreal,2025,9,BUDGET,8333,9588,2755148.36,48333.72,0.00,2803482.08,71781.91,47588.60,26775.00,885412.35,9183.40,1040741.26,55908.75,1427.86,3901559.95,468.18,-341252.90,-412020.40,-753273.30,-191407.52,-98243.62,-289651.14,-623173.46,-80694.60,-993519.19,-1746792.49,2050208.78,47222.07,2154767.46,-468512.28,1686255.18
Hotel Boreal,2025,9,REAL,9120,10603,2550748.33,33946.61,0.00,2584694.93,59174.60,36998.06,25213.88,1104733.06,8458.01,1234577.61,52901.21,6393.85,3878567.61,425.29,-394281.63,-362958.56,-757240.19,-219669.56,-115821.09,-335490.65,-695911.22,-45911.47,-1077313.35,-1834553.54,1827454.74,157264.27,2044014.07,-426098.91,1617915.16
Hotel Boreal,2025,10,BUDGET,8712,11280,1556898.93,38332.80,0.00,1595231.73,76067.41,50587.11,20400.00,900352.83,5227.20,1052634.56,57672.00,2015.80,2707554.08,310.78,-422022.85,-331688.24,-753711.09,-190718.91,-99368.48,-290087.39,-778461.11,-70741.23,-1139289.73,-1893000.81,841520.64,-86655.17,814553.27,-524277.90,290275.37
Hotel Boreal,2025,10,REAL,8869,10998,1320971.29,12176.56,0.00,1333147.85,40675.94,22549.11,103120.66,1068182.26,16421.49,1250949.46,73271.51,1850.90,2659219.72,299.85,-409893.87,-317051.55,-726945.42,-210181.18,-120671.33,-330852.51,-649456.34,-56403.28,-1036712.13,-1763657.54,606202.44,214237.33,895562.18,-452837.08,442725.10
Hotel Boreal,2025,11,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1579.04,1579.04,,-39731.92,-17828.96,-57560.88,0.00,0.00,0.00,-23014.92,-4325.29,-27340.21,-84901.09,-57560.88,-27340.21,-83322.05,-170761.73,-254083.78
Hotel Boreal,2025,11,REAL,0,0,-4054.23,0.00,0.00,-4054.23,0.00,0.00,0.00,-0.05,0.00,-0.05,1800.06,5144.48,2890.26,,-1338.32,-27100.21,-28438.53,-143.26,-939.58,-1082.84,-14022.66,-23696.97,-38802.47,-67241.00,-32492.76,-38802.52,-64350.74,-147520.21,-211870.95
Hotel Boreal,2025,12,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1847.81,1847.81,,0.00,-22.00,-22.00,0.00,0.00,0.00,-8520.92,0.00,-8520.92,-8542.92,-22.00,-8520.92,-6695.11,-166377.77,-173072.89
Hotel Boreal,2025,12,REAL,0,0,1232.06,0.00,0.00,1232.06,0.00,0.00,0.00,0.00,437.98,437.98,3881.12,99373.13,104924.29,,-81.21,-6525.62,-6606.83,1479.81,0.00,1479.81,-8477.46,-241.78,-7239.44,-13846.27,-5374.77,-6801.46,91078.02,122000.87,213078.89
Hotel Boreal,2026,1,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89399.17,89399.17,,0.00,-2939.95,-2939.95,0.00,0.00,0.00,-10584.12,-8234.85,-18818.97,-21758.92,-2939.95,-18818.97,67640.25,-157474.45,-89834.20
Hotel Boreal,2026,1,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69456.70,69456.70,,0.00,9624.05,9624.05,0.00,426.00,426.00,-5165.88,-5395.00,-10134.88,-510.83,9624.05,-10134.88,68945.87,-112306.36,-43360.49
Hotel Boreal,2026,2,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1411.06,1411.06,,0.00,-2239.80,-2239.80,0.00,0.00,0.00,-18721.90,-6279.55,-25001.45,-27241.25,-2239.80,-25001.45,-25830.19,-148089.11,-173919.30
Hotel Boreal,2026,2,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14270.31,14270.31,,0.00,-2502.31,-2502.31,0.00,0.00,0.00,-17634.19,-7258.94,-24893.13,-27395.43,-2502.31,-24893.13,-13125.12,-171522.65,-184647.77
Hotel Boreal,2026,3,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1259.87,1259.87,,-3888.14,-35581.95,-39470.09,0.00,0.00,0.00,-22892.34,-28447.53,-51339.87,-90809.95,-39470.09,-51339.87,-89550.08,-171770.56,-261320.64
Hotel Boreal,2026,3,REAL,0,0,3130.05,0.00,0.00,3130.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3130.05,,-7141.56,-15743.88,-22885.44,0.00,0.00,0.00,-34517.16,-44362.04,-78879.20,-101764.64,-19755.39,-78879.20,-98634.59,-278619.57,-377254.16
Hotel Boreal,2026,4,BUDGET,1353,2858,204390.77,2196.11,0.00,206586.88,8557.54,5489.74,6460.00,149040.32,317.21,169864.81,9523.76,1595.84,387571.29,286.50,-154094.01,-107654.49,-261748.50,-34672.47,-16418.64,-51091.12,-238164.32,-59016.39,-348271.83,-610020.33,-55161.62,-178407.02,-222449.04,-341343.27,-563792.31
Hotel Boreal,2026,4,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,402.71,1475.65,1878.35,,0.00,-19507.95,-19507.95,-17395.90,3986.33,-13409.58,0.00,-36982.01,-50391.59,-69899.54,-19507.95,-50391.59,-68021.18,-72025.94,-140047.12
Hotel Boreal,2026,5,BUDGET,8056,10490,1757566.64,17994.50,0.00,1775561.13,43175.54,30485.63,35640.00,917474.73,8983.47,1035759.37,54530.90,3311.85,2869163.24,356.16,-345643.55,-311743.48,-657387.03,-200957.35,-95082.69,-296040.04,-695987.26,-74283.25,-1066310.55,-1723697.58,1118174.11,-30551.18,1145465.67,-414256.76,731208.91
Hotel Boreal,2026,5,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Boreal,2026,6,BUDGET,9165,10603,2996361.09,29017.89,0.00,3025378.98,67988.73,47256.40,35720.00,1018830.96,7405.62,1177201.71,58822.96,3459.04,4264862.69,465.34,-407921.27,-440381.44,-848302.71,-225190.29,-108743.46,-333933.74,-748395.02,-90422.36,-1172751.12,-2021053.83,2177076.28,4450.59,2243808.87,-482982.81,1760826.06
Hotel Boreal,2026,6,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Boreal,2026,7,BUDGET,9627,11073,3708286.14,44930.10,0.00,3753216.24,114911.62,58536.93,14725.00,1060884.86,10882.14,1259940.55,58965.40,3495.84,5075618.03,527.21,-413628.33,-502348.37,-915976.70,-227443.06,-106366.06,-333809.12,-758375.13,-101669.90,-1193854.15,-2109830.86,2837239.54,66086.40,2965787.17,-550070.72,2415716.45
Hotel Boreal,2026,7,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Boreal,2026,8,BUDGET,8988,10024,3608679.62,46546.02,0.00,3655225.64,93977.76,63253.19,4128.00,1008044.31,9623.99,1179027.26,62314.90,3164.65,4899732.45,545.15,-375171.42,-477560.29,-852731.71,-212337.60,-102753.91,-315091.51,-686981.40,-88028.75,-1090101.67,-1942833.38,2802493.93,88925.59,2956899.07,-473472.69,2483426.38
Hotel Boreal,2026,8,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Boreal,2026,9,BUDGET,9411,10942,2999690.61,45834.33,0.00,3045524.94,67806.91,42214.08,35890.00,1079340.16,8413.62,1233664.78,70502.96,3569.44,4353262.11,462.57,-421301.93,-433565.58,-854867.50,-239017.24,-113915.71,-352932.95,-768771.91,-81740.39,-1203445.26,-2058312.76,2190657.44,30219.52,2294949.35,-488532.83,1806416.52
Hotel Boreal,2026,9,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Boreal,2026,10,BUDGET,9489,11731,1701552.27,25969.94,0.00,1727522.22,50948.89,30546.06,47060.00,1110447.00,10128.30,1249130.25,73277.03,4783.78,3054713.28,321.93,-534830.65,-342211.19,-877041.84,-245182.99,-114559.92,-359742.91,-977837.99,-80457.76,-1418038.67,-2295080.51,850480.38,-168908.42,759632.77,-556635.75,202997.02
Hotel Boreal,2026,10,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Boreal,2026,11,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1898.21,1898.21,,-51356.99,-15022.42,-66379.42,0.00,0.00,0.00,-43135.27,-44081.97,-87217.25,-153596.66,-66379.42,-87217.25,-151698.45,-229140.23,-380838.69
Hotel Boreal,2026,11,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Boreal,2026,12,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1965.40,1965.40,,0.00,-2796.53,-2796.53,0.00,0.00,0.00,-17250.69,-7833.15,-25083.84,-27880.38,-2796.53,-25083.84,-25914.98,-181783.53,-207698.51
Hotel Boreal,2026,12,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Borealis,2025,1,BUDGET,2712,3615,528773.70,0.00,0.00,528773.70,19095.78,0.00,0.00,28743.60,0.00,47839.38,17261.35,21118.43,614992.86,226.80,-108048.28,-87829.85,-195878.13,-17422.42,0.00,-17422.42,-53449.13,0.00,-70871.54,-266749.67,332895.57,-23032.17,348243.19,-175235.51,173007.68
Hotel Borealis,2025,1,REAL,3712,4353,647910.59,2267.69,0.00,650178.28,20158.05,1124.41,617.28,18563.44,0.00,40463.18,14910.57,21563.23,727115.26,195.87,-112189.50,-202360.21,-314549.71,-16079.66,-4929.12,-21008.78,-59403.36,-2635.35,-83047.49,-397597.20,335628.57,-42584.31,329518.06,-192597.55,136920.51
Hotel Borealis,2025,2,BUDGET,2274,3032,466188.45,0.00,0.00,466188.45,16014.37,0.00,0.00,24105.35,0.00,40119.72,14477.26,17712.23,538497.67,236.80,-100330.55,-80682.87,-181013.42,-14611.03,0.00,-14611.03,-49631.33,0.00,-64242.36,-245255.78,285175.03,-24122.64,293241.89,-152871.49,140370.40
Hotel Borealis,2025,2,REAL,2690,3265,534796.59,3429.64,0.00,538226.23,16069.61,792.64,342.12,15084.85,0.00,32289.22,4651.13,18714.26,593880.83,220.77,-89154.29,-90429.24,-179583.53,-12512.74,-1395.20,-13907.93,-39131.43,-1742.10,-54781.46,-234364.99,358642.70,-22492.24,359515.84,-168936.42,190579.42
Hotel Borealis,2025,3,BUDGET,2614,3394,653430.00,0.00,0.00,653430.00,18406.08,0.00,0.00,27705.43,0.00,46111.51,16204.54,19825.46,735571.51,281.43,-101433.08,-112110.82,-213543.91,-16793.15,0.00,-16793.15,-50176.73,0.00,-66969.88,-280513.79,439886.09,-20858.37,455057.72,-150003.39,305054.33
Hotel Borealis,2025,3,REAL,2515,3136,612848.64,3556.83,0.00,616405.47,14658.17,798.20,0.00,14258.21,0.00,29714.57,4036.23,15182.51,665338.78,264.53,-76908.47,-122073.44,-198981.91,-9817.74,-2614.74,-12432.48,-30666.49,-1594.10,-44693.07,-243674.97,417423.56,-14978.50,421663.81,-155782.64,265881.17
Hotel Borealis,2025,4,BUDGET,3074,3891,876033.00,0.00,0.00,876033.00,21646.01,0.00,0.00,32582.28,0.00,54228.29,18579.53,22731.16,971571.98,316.08,-120176.15,-154152.07,-274328.22,-19749.17,0.00,-19749.17,-59448.52,0.00,-79197.69,-353525.91,601704.78,-24969.40,618046.07,-166550.10,451495.97
Hotel Borealis,2025,4,REAL,4372,4641,1072819.41,1192.50,0.00,1074011.91,18893.98,1547.70,1063.84,27612.00,0.00,49117.52,12053.61,17039.18,1152222.23,263.55,-121394.51,-271350.08,-392744.59,-14487.82,-3123.60,-17611.43,-47078.94,-2112.05,-66802.41,-459547.00,681267.33,-17684.89,692675.23,-209110.15,483565.08
Hotel Borealis,2025,5,BUDGET,2862,3578,844428.65,0.00,0.00,844428.65,20157.80,0.00,0.00,30342.18,0.00,50499.98,17085.22,20902.93,932916.78,325.91,-106945.75,-146920.05,-253865.79,-18391.37,0.00,-18391.37,-52903.73,0.00,-71295.10,-325160.89,590562.86,-20795.12,607755.89,-148755.40,459000.49
Hotel Borealis,2025,5,REAL,3071,3431,944217.61,4469.90,0.00,948687.50,15196.29,690.10,135.32,20263.08,0.00,36284.79,6214.12,17759.45,1008945.86,328.55,-95955.59,-146664.50,-242620.08,-12573.00,-3160.10,-15733.11,-38049.81,-1233.37,-55016.28,-297636.36,706067.42,-18731.49,711309.50,-168056.96,543252.53
Hotel Borealis,2025,6,BUDGET,2599,3249,753698.40,0.00,0.00,753698.40,18302.14,0.00,0.00,27548.98,0.00,45851.11,15511.35,18977.39,834038.26,320.91,-100330.55,-134051.69,-234382.23,-16698.32,0.00,-16698.32,-49631.33,0.00,-66329.65,-300711.88,519316.17,-20478.54,533326.37,-137181.93,396144.44
